event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG65890,"16 January 2023",2023,1,"Strategic developments","Strategic developments",Other,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Women (Afghanistan)",Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,3,"Nimrokh Media; Rukhshana Media",National,"Other: On 16 January 2023, the Taliban Department of Vice and Virtue ordered the transportation companies not to sell tickets to women without Muharram (male companion) in Herat province. These travel companies were also warned not to process the travel documents of women who wanted to travel without Mahram.",0,,1707253995
AFG65882,"16 January 2023",2023,2,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Unidentified Armed Group (Afghanistan)",,"Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,"Deh Salah",,"Deh Salah",35.6863,69.3114,3,"Bakhtar News Agency; General Directorate of Intelligence",Other-National,"Weapons seizure: Around 16 January 2023 (as reported), the Taliban Intelligence forces discovered and seized many weapons and military equipment in the Deh Salah district, Baghlan. It is unknown who had the ammunition.",0,,1715131306
AFG65887,"16 January 2023",2023,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Twitter; Zawia News","New media-Subnational","Looting: Around 16 January 2023 (as reported), four armed robbers with Taliban intelligence badges entered a house in the Doghabad area of Kabul city, then locked men and women in separate rooms stealing money and jewellery. The incident happened near intelligence department. Unclear how the robbers got the badges.",0,,1722291484
AFG65875,"16 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kapisa,"Hissa-e-Awali Kohistan",,Kesektan,35.0467,69.2919,2,"Aamaj News; Etilaat e Roz; Hasht-e Subh",National,"On 16 January 2023, the Taliban forces attacked a pre-wedding party (sweet-eating ceremony) and arrested seven people, including the groom, in Latif Khel village of Hissa-e-Awali Kohistan district [coded to Kesektan], Kapisa. The groom and his brother was beaten, and the family was fined 300,000Afs. Taliban had recently banned engagements and other pre-wedding parties in the province.",0,,1725414467
AFG65876,"16 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Panjshir,"Hissa-e-Awal (Khinj)",,"Hissa-e-Awal (Khinj)",35.429,69.7348,2,"Hasht-e Subh",National,"On 16 January 2023, the Taliban killed an older man accused of assisting NRF in the Omarz area of Hissa-e-Awal (Khinj) district, Panjshir. He was arrested around 1 January and died due to severe torture by the Taliban forces in prison. He had no affiliations with any armed group.",1,,1726526019
AFG68906,"16 January 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Undisclosed Source","Local partner-Other","On 16 January 2023, two civilians, brothers from Rukha district in Panjshir province, were arrested by Taliban in PD17 of Kabul city. Their whereabouts remained unknown.",0,,1738102141
AFG65901,"15 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Afghanistan)","Women (Afghanistan)",Protesters,,,,"Protesters only",,4,"Caucasus and Central Asia",Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,1,"Etilaat e Roz; Hasht-e Subh; Independent Persian; Twitter","New media-National","On 15 January 2023, a group of women held an indoor protest in Taluqan city, Takhar province, against the ban on women's education in Afghanistan. The protesters called on the international community to pressure the government to reopen the schools and universities for women.",0,"crowd size=no report",1712695308
AFG65913,"15 January 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Panjshir,Darah,,Darah,35.2383,69.7711,2,"Afghan Peace Watch","Local partner-Other","On 15 January 2023, two former soldiers were arrested by Taliban forces in Darah district, Panjshir for unclear reasons. Their whereabouts is unknown.",0,,1713291453
AFG65886,"15 January 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Parwan,Charikar,,Charikar,35.0166,69.174,1,"Etilaat e Roz",National,"Looting: On 15 January 2023, seven armed men, wearing Taliban intelligence uniforms and equipped with advanced weapons, established a checkpoint in the Tatmadra area of Charikar city of Parwan. They looted the properties of 7 vehicles after searching the passengers. A source claimed that this armed group also entered a house in the PD1 area of Charikar city, identifying themselves as Taliban, and stole the money and jewellery from the house. Taliban did not comment on the matter.",0,,1737435502
AFG68913,"15 January 2023",2023,3,"Political violence","Violence against civilians",Attack,"Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)","Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Laghman,Mehterlam,,Mehterlam,34.6714,70.2094,1,"Undisclosed Source","Local partner-Other","Around 15 January 2023 (month of), Taliban intelligence arrested a civil society activist in Mehterlam city, Laghman. He was still held by the Taliban in February 2023 and was tortured in prison.",0,,1738102141
AFG65904,"15 January 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Afghanistan)",,"Political militia","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,3,"Etilaat e Roz; Kokcha Press",National,"On 15 January 2023, a Taliban commander, his wife, and four children were killed in an explosion inside their house in Kandahar province. Some sources reported that a gas cylinder explosion killed them. Another source claimed that an IED was planted in his house due to internal conflicts among the Taliban members.",6,,1739304989
AFG65885,"14 January 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,"Hasht-e Subh; Rukhshana Media; Shafaqna; Twitter; Zawia News","New media-National","Property destruction: On 14 January 2023, Taliban forces destroyed the statue of horses which was a symbol of Buzkashi (a popular central Asian game), also known as the national sport of Afghanistan, in Gamgaar square of Mazar-e-Sharif city, Balkh. On the same day, they also destroyed the statue of an eagle which was a symbol of peace in the Munar-e Chawk Masoud area of Mazar-e Sharif.",0,,1674573735
AFG65934,"14 January 2023",2023,2,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Unidentified Armed Group (Afghanistan)",,"Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Panjshir,Bazarak,,Bazarak,35.3129,69.5152,1,"Etilaat e Roz",National,"Weapons seizure: Around 14 January 2023 (as reported), the Taliban intelligence forces discovered and seized two magnetic mines on the desk of a recently hired employee in the Taliban government's office in Panjshir [coded to Bazarak] province. He was arrested a day later by the Taliban.",0,,1721157094
AFG65874,"14 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Former Government of Afghanistan (2021-); Women (Afghanistan)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Afghan Islamic Press News Agency; AFP; Hasht-e Subh; Kokcha Press; National Resistance Front of Afghanistan; Pajhwok Afghan News; TOLO News",Other-National,"On 14 January 2023, unknown armed men killed a member of the Lower House (Wolesi Jirga) of the former Afghan parliament and her bodyguard and injured her brother at her home in the Shah Baba (PD12) area of Kabul city. NRF and some former Afghan politicians accused Taliban forces of her killing. Taliban said they arrested the attacker on 17 February and claimed it was the former lawmaker's second bodyguard, but didn't mention any motive behind the attack.",1,"women targeted: government officials",1722291484
AFG65873,"13 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Baghlan,Pul-i-Khumri,,Pul-i-Khumri,35.9446,68.7151,1,"Afghan Peace Watch; Pajhwok Afghan News; Twitter","Local partner-Other","On 13 January 2023, unknown gunmen shot and killed a businessman in the Dahna-e Ghori area of Pul-i-Khumri city, Baghlan. Police claimed that he was killed at home, as some sources report that he was tortured and killed after complaining against the Taliban's deputy commander of PD3 of Pol-e-Khomri city. Locals claimed he was killed in his vehicle while traveling with his ten-year-old son.",1,,1674573735
AFG65850,"13 January 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Armed Group (Afghanistan)",,"Political militia","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Kandahar,Maiwand,,Maiwand,31.7333,65.1333,2,"Afghan Peace Watch; Twitter","Local partner-Other","On 13 January 2023, an unknown drone strike killed a Taliban commander and one of his companions in Maiwand district of Kandahar province. No further information.",2,,1675179740
AFG65881,"13 January 2023",2023,1,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Afghanistan (2021-)",,"State forces","Unidentified Armed Group (Afghanistan)",,"Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Khost,Khost,,Khost,33.3395,69.9204,3,"Afghan Islamic Press News Agency",National,"Weapons seizure: On 13 January 2023, the Taliban police forces recovered and seized weapons and ammunition during a search of a car in Khost province aiming to smuggle weapons to Pakistan. The weapons included nine Kalashnikovs, six M-16 rifles, and hundreds of rounds. No arrest was made during the operation. No further information.",0,,1722291484
AFG65884,"13 January 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Former Government of Afghanistan (2021-)",Civilians,"Political militia-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Panjshir,Rukha,,Piyawust,35.2741,69.4523,1,"Hasht-e Subh",National,"Property destruction: On 13 January 2023, the library of the former Minister of Justice caught fire in the Piyawust (Piyawash) village of Rukha district, Panjshir. The reason for the fire is unknown, but some local sources accused the Taliban of setting fire to this library. They claimed that the Taliban turned this library into a military base after capturing Panjshir.",0,,1724787053
AFG68916,"12 January 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Panjshir,Darah,,"Tund Khuy",35.2612,69.6342,1,"Undisclosed Source","Local partner-Other","On 12 January 2023, two civilians were arrested by Taliban in the Tund Khuy village of Darah district, Panjshir for unclear reasons. Their whereabouts remained unknown.",0,,1738102141
AFG65828,"11 January 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Afghanistan (2021-)",,"State forces","National Resistance Front",,"Rebel group","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Baghlan,"Khost Wa Firing",,"Khost Wa Firing",36.0147,69.5998,2,"Afghan Islamic Press News Agency; Etilaat e Roz; Hasht-e Subh; Pajhwok Afghan News",National,"On 11 January 2023, Taliban forces killed two NRF members in Khost Wa Firing district, Baghlan, as they were hiding in a civilian's house. Some sources one of the men was an NRF member while the other was a civilian, other sources said they were both tribal elders. Claims of locals included they were first arrested. Taliban sources claimed they were killed without mention of clashes or arrest.",2,,1673977341
AFG65872,"11 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Health Workers (Afghanistan); Women (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Logar,"Puli Alam",,"Puli Alam",33.9953,69.0227,1,"Hasht-e Subh",National,"On 11 January 2023, a Taliban fighter broke the hand of a female nurse after a verbal argument in the Provincial Hospital in Puli Alam city, Logar. The incident happened when the nurse wanted to admit Talib's child to a different room due to the lack of beds in the Pediatric Unit. He later continued to attack some male doctors in the hospital.",0,"women targeted: government officials",1674573735
AFG65840,"11 January 2023",2023,2,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Unidentified Armed Group (Afghanistan)",,"Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Kunar,"Asad Abad",,"Asad Abad",34.8731,71.147,3,"Bakhtar News Agency; Voice of Jihad",Other-National,"Weapons seizure: Around 11 January 2023 (as reported), the Taliban Intelligence forces discovered and seized many weapons and military equipment in several districts of Kunar [coded to Asad Abad] province. It is unknown who had the ammunition.",0,,1710267994
AFG66332,"11 January 2023",2023,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (United Kingdom)","Aid Workers (United Kingdom)",Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Afghanistan Times; Al Jazeera; Amu TV; BBC News",National-International,"On 11 January 2023, Taliban arrested two British men including an aid worker over the possession of a weapon in Kabul. A third British man was also arrested on a different date (details unknown). The men were still being held by the Taliban in April 2023. The aid worker in addition to a Youtuber were released on 10 October as well as two others whose identities are unknown.",0,,1727819478
AFG65848,"11 January 2023",2023,1,"Political violence","Explosions/Remote violence","Suicide bomb","Islamic State Khorasan Province (ISKP)",,"Rebel group","Civilians (Afghanistan)","Government of Afghanistan (2021-); Military Forces of Afghanistan (2021-)",Civilians,"Rebel group-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Aamaj News; Afghan Islamic Press News Agency; AFP; ExTrac; Hasht-e Subh; Pajhwok Afghan News; TOLO News; Twitter","Local partner-International","On 11 January 2023, a blast occurred in the street outside the Ministry of Foreign Affairs after an IS suicide bomber blew himself up among the employees and security guards of the ministry in Kabul. Taliban officials claimed that five people were killed and several wounded though many sources, including Emergency Hospital, confirmed the killing of at least 20, including MoFa workers, and injuring of 40-50 civilians, including some security guards. An Afghan diplomat in Europe claimed at least 39 MoFa workers were killed. IS reported killing of at least 20 and injuring of dozens including diplomats.",21,,1730228608
AFG65835,"10 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Farah,Farah,,Farah,32.3745,62.1164,1,"Etilaat e Roz; Hasht-e Subh",National,"On 10 January 2023, one man was shot and killed by Taliban members in his house in the Dar Abad village near Farah city center. The motive is unclear. Sources said he was beheaded first and some of his belongings were stolen by Taliban.",1,,1673977341
AFG66151,"10 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Government of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,3,"Afghan Peace Watch","Local partner-Other","On 10 January 2023, one former government member was shot and killed by a Taliban member in the house of a former MP in Herat province. No further details.",1,,1707253995
AFG65830,"09 January 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Afghanistan)",,"Political militia","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Helmand,"Musa Qala",,"Musa Qala",32.4457,64.7449,1,"Afghan Peace Watch","Local partner-Other","On 9 January 2023, one Taliban commander was shot and killed in Musa Qala district, Helmand, in clashes with an unidentified group. Taliban forces claimed it was due to personal enmity. Afghanistan Freedom Front also claimed an attack on the same date in the same district, possibly the same incident.",1,,1673977341
AFG65834,"09 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Women (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Badakhshan,Baharak,,Baharak,37.0025,70.9066,2,"Etilaat e Roz; Hasht-e Subh",National,"On 9 January 2023, the Taliban shot and injured a woman and a man in the Baharak district, Badakhshan. The Taliban claimed that they were shot while running away together, as the security forces were inspecting the vehicles due to a security report they had received. Some sources claimed that the woman was shot for riding in the car without Muharram (a male guardian).",0,,1713900241
AFG65914,"09 January 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)","Journalists (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,"Committee to Protect Journalists; Etilaat e Roz; Hasht-e Subh; Khaama Press",Other-National,"On 9 January 2023, Taliban intelligence forces (GDI) detained a sports reporter in Kabul province. He was called by the Taliban to pick up his phone which had been confiscated for investigations in Nangarhar, but was arrested when he reached Kabul. His whereabout remained unknown until he was released on bail on May 4.",0,,1722291484
AFG69076,"09 January 2023",2023,2,"Political violence","Violence against civilians",Attack,"Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)","Journalists (Afghanistan); Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Undisclosed Source","Local partner-Other","Around 9 January 2023, Taliban intelligence arrested a journalist in Kabul city. He was held and tortured for a month. He was released on 9 February.",0,,1738102142
AFG65846,"09 January 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Afghanistan Freedom Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,1,"Hasht-e Subh; Shafaqna; Twitter","New media-National","On 9 January 2023, Afghanistan Freedom Front fighters attacked a Taliban Ranger using unspecified explosives in the PD14 area of Kandahar city. 2-3 Taliban members were killed and one wounded in the incident. Claims include civilian casualties. AFF claimed the killing of 3 Taliban forces.",2,,1739304989
AFG65845,"08 January 2023",2023,1,Demonstrations,Protests,"Protest with intervention","Protesters (Afghanistan)","Women (Afghanistan)",Protesters,"Military Forces of Afghanistan (2021-)",,"State forces","State forces-Protesters",,4,"Caucasus and Central Asia",Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,1,"Shafaqna; Twitter; Zawia News","New media-National","On 8 January 2023, a group of women protested in Taluqan city, Takhar, against the ban on women's work and education in Afghanistan. Taliban forces dispersed the protest, and beat some women.",0,"crowd size=no report",1712695308
AFG65838,"08 January 2023",2023,2,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Afghanistan (2021-)",,"State forces","Unidentified Armed Group (Afghanistan)",,"Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Kandahar,"Spin Boldak",,"Spin Boldak",30.9883,66.411,2,"Afghan Ministry of Defense; Bakhtar News Agency",Other-National,"Weapons seizure: Around 8 January 2023 (as reported), the Taliban forces discovered and seized a depot of weapons and ammunition in Spin Boldak district, Kandahar. The ammunition included one Pika rifle, two Kalashnikov, one mine pal, 28 fire rocket shells, 1500 Pika rounds, 1200 Kalashnikov rounds, 2300 M16 rounds, and many other equipment and supplies. It is unknown who had the ammunition.",0,,1715128063
AFG65841,"08 January 2023",2023,2,"Strategic developments","Strategic developments","Headquarters or base established","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Panjshir,Bazarak,,Bazarak,35.3129,69.5152,2,"Etilaat e Roz",National,"Around 8 January 2023 (as reported), Taliban forces stationed their forces inside 50 school buildings and religious madrassas in Rukha, Unaba, Paryan, Shutul, Darah, Abshar, and Hissa-e-Awal (Khinj) districts and Bazarak city in Panjshir. Taliban officials said new bases were being established in the area. Locals stated that Taliban forces had been asking them for long time to evacuate the schools.",0,,1721157094
AFG65844,"08 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Afghanistan)","Women (Afghanistan)",Protesters,,,,"Protesters only",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,3,"Nimrokh Media; Rukhshana Media",National,"On 8 January 2023, a group of women held an indoor protest in Kabul province against the prevention of work and education for women. They demanded that the international community stop lobbying for the Taliban group and whitewashing them.",0,"crowd size=no report",1722291484
AFG65843,"08 January 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Afghanistan)","Students (Afghanistan); Teachers (Afghanistan)",Protesters,,,,"Protesters only",,4,"Caucasus and Central Asia",Afghanistan,Helmand,Lashkargah,,Lashkargah,31.5938,64.3716,1,"Afghanistan National Television; Afghanistan Times; TOLO News",National,"On 8 January 2023, about 20 lecturers and students held a protest at a local university in Helmand [coded to Lashkargah] province against Prince Harry's remarks on killing 25 Taliban in Afghanistan. In his memoir, 'Spare,' Harry says he killed more than two dozen 'Taliban militants' while serving as an Apache helicopter co-pilot gunner. He wrote that he feels neither satisfaction nor shame about his actions.",0,"crowd size=no report",1727819478
AFG65842,"07 January 2023",2023,2,"Strategic developments","Strategic developments",Other,"Government of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Health Workers (Afghanistan); Women (Afghanistan)",Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,3,"Afghan Peace Watch; Reporterly (Afghanistan); Twitter","Local partner-Other","Other: Around 7 January 2023 (as reported), Taliban's Ministry of Vice and Virtue ordered hospitals, health centers and clinic in Balkh province [coded to Mazar-e-Sharif] not to allow male doctors from treating female patients or female doctors from treating male patients.",0,,1673977341
AFG65926,"07 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Government of Afghanistan (2021-)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Farah,Farah,,Farah,32.3745,62.1164,3,"Afghan Peace Watch","Local partner-Other","On 7 January 2023, one civilian, an employee at the passport department, was shot and killed by unknown gunmen inside his car in the Bagh-e-Naw area of Farah province. Motive unknown.",1,,1675179740
AFG65839,"07 January 2023",2023,2,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Afghanistan (2021-)",,"State forces","Unidentified Armed Group (Afghanistan)",,"Political militia","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Bakhtar News Agency",National,"Weapons seizure: Around 7 January 2023 (as reported), the Taliban police forces discovered and seized several weapons and military equipment in operation in the PD3 area, Kabul city. The ammunition included one Kalashnikov rifle, two rifle barrels, military rifles, bullets, various cameras, and other military equipment. It is unknown who had the munitions.",0,,1722291484
AFG66030,"07 January 2023",2023,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)","Journalists (Afghanistan)",Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Committee to Protect Journalists; Hasht-e Subh; Khaama Press; RFE/RL",Other-National,"On 7 January 2023, Taliban intelligence forces (GDI) arrested and detained a French-Afghan journalist for an unknown reason in Kabul city. The journalist had arranged several meetings with human rights activists but was arrested beforehand. On 18 October 2023, the Taliban court acquitted him of all the charges and released him after 284 days of imprisonment.",0,,1722291484
AFG65847,"07 January 2023",2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kapisa,"Hissa-e-Awali Kohistan",,Kesektan,35.0467,69.2919,2,"Etilaat e Roz",National,"On 7 January 2023, NRF forces launched a rocket attack on a Taliban camp in the Gulbahar Textile Company area of Hissa-e-Awali Kohistan district [coded to Kesektan], Kapisa. One Taliban member was killed, and two others were wounded in this attack.",1,,1725414467
AFG65831,"06 January 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Afghanistan)",,"Political militia","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Logar,"Puli Alam",,"Puli Alam",33.9953,69.0227,1,"Afghan Peace Watch","Local partner-Other","On 6 January 2023, unknown gunmen attacked a Taliban checkpoint in Puli Alam city, Logar. Casualties unknown.",0,,1673977341
AFG65837,"06 January 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Unidentified Tribal Group (Afghanistan)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Parwan,Jabulussaraj,,Jabulussaraj,35.1183,69.2378,2,"Afghan Islamic Press News Agency; Hasht-e Subh; Pajhwok Afghan News",National,"On 6 January 2023, unidentified armed men shot dead a tribal elder in the Manara area of Jabulussaraj district, Parwan. Some sources say the Taliban recently nominated him as a Qaryadar (tribal leader) in Manara.",1,,1714518343
AFG65789,"05 January 2023",2023,1,"Strategic developments","Strategic developments",Other,"Police Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Women (Afghanistan)",Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,"Rukhshana Media",National,"Other: On 5 January 2023, Taliban police forces told the head of the market in Mazar-e-Sharif city, Balkh, that women shopkeepers should stop working in their shops in a week. There are at least 30 women-owned businesses in the market.",0,,1673364469
AFG66027,"05 January 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Armed Group (Afghanistan)",,"Political militia","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Rebel group-Political militia",,4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Goshta,,Goshta,34.3582,70.7626,2,"ISW News",Other,"On 5 January 2023, unknown drones bombed the Tehreek-e-Taliban Pakistan (TTP) hideouts in Salala village of Goshta district, Nangarhar. The casualties and damages from the attack are unknown.",0,,1676390933
